FIPS,State,"County, State",Year,Overall Food Insecurity Rate (1 Year),# of Food Insecure Persons Overall (1 Year),Food Insecurity Rate among Black Persons (all ethnicities),Food Insecurity Rate among Hispanic Persons (any race),"Food Insecurity Rate among White, non-Hispanic Persons ",Low Threshold in state,Low Threshold Type,High Threshold in state,High Threshold Type,% FI ≤ Low Threshold,% FI Btwn Thresholds,% FI > High Threshold,Child Food Insecurity Rate (1 Year),# of Food Insecure Children (1 Year),% food insecure children in HH w/ HH incomes below 185 FPL,% food insecure children in HH w/ HH incomes above 185 FPL,Cost Per Meal (1 Year),Weighted weekly $ needed by FI,Weighted Annual Food Budget Shortfall
48387,TX,"Red River County, Texas",2020,17.10%,"2,070",24%,,9%,165%,SNAP,185%,Other Nutrition Program,65.40%,0.30%,34.40%,22.90%,550,74%,26%,$2.86 ,$15.17 ,"$953,000.00 "
48389,TX,"Reeves County, Texas",2020,11.90%,"1,850",,18%,8%,165%,SNAP,185%,Other Nutrition Program,74.30%,5.80%,19.80%,19.70%,680,84%,16%,$2.82 ,$14.99 ,"$841,000.00 "
48391,TX,"Refugio County, Texas",2020,15.80%,"1,110",,21%,8%,165%,SNAP,185%,Other Nutrition Program,64.20%,6.50%,29.30%,25.60%,420,71%,29%,$3.10 ,$16.44 ,"$553,000.00 "
48393,TX,"Roberts County, Texas",2020,12.80%,100,,,5%,165%,SNAP,185%,Other Nutrition Program,41.80%,7.90%,50.30%,14.90%,30,40%,61%,$3.21 ,$17.04 ,"$52,000.00 "
48395,TX,"Robertson County, Texas",2020,14.30%,"2,440",31%,15%,10%,165%,SNAP,185%,Other Nutrition Program,68.10%,4.80%,27.20%,21.40%,870,72%,28%,$2.83 ,$15.00 ,"$1,110,000.00 "
48397,TX,"Rockwall County, Texas",2020,8.80%,"8,920",12%,13%,3%,165%,SNAP,185%,Other Nutrition Program,29.20%,3.00%,67.80%,10.70%,"2,930",39%,61%,$3.31 ,$17.59 ,"$4,759,000.00 "
48399,TX,"Runnels County, Texas",2020,13.80%,"1,420",,20%,8%,165%,SNAP,185%,Other Nutrition Program,69.00%,10.50%,20.40%,19.90%,490,73%,27%,$2.81 ,$14.94 ,"$643,000.00 "
48401,TX,"Rusk County, Texas",2020,13.50%,"7,310",22%,18%,8%,165%,SNAP,185%,Other Nutrition Program,58.60%,5.90%,35.50%,20.20%,"2,420",70%,30%,$2.88 ,$15.29 ,"$3,391,000.00 "
48403,TX,"Sabine County, Texas",2020,20.80%,"2,180",21%,,13%,165%,SNAP,185%,Other Nutrition Program,71.00%,7.00%,22.00%,29.20%,560,81%,19%,$2.95 ,$15.67 ,"$1,036,000.00 "
48405,TX,"San Augustine County, Texas",2020,23.00%,"1,900",27%,,16%,165%,SNAP,185%,Other Nutrition Program,69.20%,2.80%,27.90%,34.30%,560,67%,34%,$2.96 ,$15.73 ,"$907,000.00 "
48407,TX,"San Jacinto County, Texas",2020,16.50%,"4,710",24%,17%,10%,165%,SNAP,185%,Other Nutrition Program,68.60%,6.70%,24.70%,21.40%,"1,330",89%,11%,$3.40 ,$18.03 ,"$2,576,000.00 "
48409,TX,"San Patricio County, Texas",2020,16.20%,"10,840",24%,21%,7%,165%,SNAP,185%,Other Nutrition Program,73.10%,7.90%,19.00%,25.40%,"4,570",75%,25%,$2.88 ,$15.27 ,"$5,021,000.00 "
48411,TX,"San Saba County, Texas",2020,14.30%,860,,18%,9%,165%,SNAP,185%,Other Nutrition Program,71.10%,8.60%,20.30%,22.60%,270,95%,5%,$2.71 ,$14.38 ,"$375,000.00 "
48413,TX,"Schleicher County, Texas",2020,13.60%,390,,21%,13%,165%,SNAP,185%,Other Nutrition Program,58.90%,0.30%,40.70%,17.10%,130,45%,55%,$2.81 ,$14.94 ,"$177,000.00 "
48415,TX,"Scurry County, Texas",2020,14.10%,"2,390",,19%,7%,165%,SNAP,185%,Other Nutrition Program,62.60%,4.30%,33.10%,19.20%,810,74%,26%,$2.95 ,$15.67 ,"$1,136,000.00 "
48417,TX,"Shackelford County, Texas",2020,14.20%,470,,,11%,165%,SNAP,185%,Other Nutrition Program,53.50%,11.00%,35.50%,18.20%,140,62%,38%,$2.97 ,$15.77 ,"$225,000.00 "
48419,TX,"Shelby County, Texas",2020,17.80%,"4,500",29%,25%,9%,165%,SNAP,185%,Other Nutrition Program,70.40%,1.10%,28.50%,28.10%,"1,860",72%,28%,$2.96 ,$15.73 ,"$2,148,000.00 "
48421,TX,"Sherman County, Texas",2020,11.70%,350,,18%,,165%,SNAP,185%,Other Nutrition Program,61.20%,18.70%,20.10%,17.20%,120,87%,13%,$2.84 ,$15.07 ,"$160,000.00 "
48423,TX,"Smith County, Texas",2020,14.30%,"32,930",23%,18%,8%,165%,SNAP,185%,Other Nutrition Program,59.60%,2.80%,37.60%,20.40%,"11,540",63%,37%,$3.08 ,$16.35 ,"$16,328,000.00 "
48425,TX,"Somervell County, Texas",2020,15.10%,"1,350",,,8%,165%,SNAP,185%,Other Nutrition Program,47.70%,2.70%,49.60%,17.00%,340,48%,52%,$3.11 ,$16.50 ,"$676,000.00 "
48427,TX,"Starr County, Texas",2020,23.60%,"15,100",,25%,,165%,SNAP,185%,Other Nutrition Program,96.40%,3.60%,0.00%,37.30%,"7,850",92%,8%,$2.72 ,$14.44 ,"$6,613,000.00 "
48429,TX,"Stephens County, Texas",2020,17.00%,"1,590",,16%,15%,165%,SNAP,185%,Other Nutrition Program,63.70%,8.60%,27.80%,22.70%,480,69%,31%,$2.93 ,$15.53 ,"$749,000.00 "
48431,TX,"Sterling County, Texas",2020,7.60%,100,,,2%,165%,SNAP,185%,Other Nutrition Program,91.00%,9.00%,0.00%,10.90%,40,100%,0%,$2.95 ,$15.67 ,"$48,000.00 "
48433,TX,"Stonewall County, Texas",2020,12.50%,180,,,5%,165%,SNAP,185%,Other Nutrition Program,69.70%,3.80%,26.50%,14.80%,60,85%,15%,$2.97 ,$15.77 ,"$86,000.00 "
48435,TX,"Sutton County, Texas",2020,13.60%,520,,18%,6%,165%,SNAP,185%,Other Nutrition Program,60.70%,5.10%,34.20%,21.00%,220,62%,38%,$2.81 ,$14.94 ,"$236,000.00 "
48437,TX,"Swisher County, Texas",2020,17.60%,"1,300",43%,24%,10%,165%,SNAP,185%,Other Nutrition Program,79.30%,3.50%,17.20%,25.40%,470,79%,21%,$2.94 ,$15.58 ,"$614,000.00 "
48439,TX,"Tarrant County, Texas",2020,13.10%,"272,440",23%,17%,7%,165%,SNAP,185%,Other Nutrition Program,56.90%,3.20%,39.90%,19.90%,"108,870",67%,33%,$3.16 ,$16.79 ,"$138,785,000.00 "
48441,TX,"Taylor County, Texas",2020,14.90%,"20,460",26%,19%,9%,165%,SNAP,185%,Other Nutrition Program,60.30%,4.70%,35.00%,19.70%,"6,720",68%,32%,$2.97 ,$15.77 ,"$9,788,000.00 "
48443,TX,"Terrell County, Texas",2020,9.10%,80,,,,165%,SNAP,185%,Other Nutrition Program,100.00%,0.00%,0.00%,17.20%,20,51%,50%,$2.39 ,$12.66 ,"$31,000.00 "
48445,TX,"Terry County, Texas",2020,17.20%,"2,140",,22%,10%,165%,SNAP,185%,Other Nutrition Program,81.20%,5.80%,13.00%,26.30%,900,100%,0%,$3.01 ,$15.96 ,"$1,036,000.00 "
48447,TX,"Throckmorton County, Texas",2020,18.40%,280,,,11%,165%,SNAP,185%,Other Nutrition Program,59.20%,5.40%,35.40%,25.40%,80,78%,22%,$2.97 ,$15.77 ,"$134,000.00 "
48449,TX,"Titus County, Texas",2020,14.30%,"4,680",24%,18%,9%,165%,SNAP,185%,Other Nutrition Program,83.80%,10.90%,5.30%,21.70%,"2,060",100%,0%,$2.73 ,$14.47 ,"$2,054,000.00 "
48451,TX,"Tom Green County, Texas",2020,13.50%,"15,990",22%,18%,9%,165%,SNAP,185%,Other Nutrition Program,57.50%,6.70%,35.80%,18.80%,"5,300",66%,34%,$2.81 ,$14.94 ,"$7,246,000.00 "
48453,TX,"Travis County, Texas",2020,12.60%,"158,120",23%,17%,7%,165%,SNAP,185%,Other Nutrition Program,51.00%,3.70%,45.30%,15.50%,"42,030",66%,34%,$3.48 ,$18.48 ,"$88,627,000.00 "
48455,TX,"Trinity County, Texas",2020,19.20%,"2,830",28%,21%,10%,165%,SNAP,185%,Other Nutrition Program,68.70%,5.10%,26.30%,28.60%,840,73%,27%,$2.73 ,$14.51 ,"$1,245,000.00 "
48457,TX,"Tyler County, Texas",2020,19.70%,"4,240",39%,14%,14%,165%,SNAP,185%,Other Nutrition Program,54.00%,4.20%,41.70%,28.60%,"1,180",70%,31%,$2.89 ,$15.36 ,"$1,976,000.00 "
48459,TX,"Upshur County, Texas",2020,16.80%,"6,970",25%,19%,10%,165%,SNAP,185%,Other Nutrition Program,63.50%,4.70%,31.80%,22.20%,"2,190",72%,28%,$2.98 ,$15.83 ,"$3,347,000.00 "
48461,TX,"Upton County, Texas",2020,9.90%,360,,17%,5%,165%,SNAP,185%,Other Nutrition Program,67.60%,11.70%,20.70%,17.10%,180,85%,15%,$2.82 ,$14.99 ,"$164,000.00 "
48463,TX,"Uvalde County, Texas",2020,15.80%,"4,250",,23%,9%,165%,SNAP,185%,Other Nutrition Program,83.20%,12.00%,4.90%,24.10%,"1,730",90%,10%,$2.40 ,$12.71 ,"$1,639,000.00 "
48465,TX,"Val Verde County, Texas",2020,15.10%,"7,420",,21%,10%,165%,SNAP,185%,Other Nutrition Program,86.60%,5.60%,7.80%,22.60%,"3,130",89%,11%,$2.39 ,$12.66 ,"$2,849,000.00 "
48467,TX,"Van Zandt County, Texas",2020,14.80%,"8,290",21%,19%,8%,165%,SNAP,185%,Other Nutrition Program,59.60%,7.60%,32.80%,18.70%,"2,420",75%,26%,$3.10 ,$16.48 ,"$4,144,000.00 "
48469,TX,"Victoria County, Texas",2020,15.30%,"14,120",23%,20%,8%,165%,SNAP,185%,Other Nutrition Program,61.50%,5.60%,32.90%,22.40%,"5,240",63%,37%,$2.60 ,$13.79 ,"$5,906,000.00 "
48471,TX,"Walker County, Texas",2020,15.10%,"10,900",27%,20%,10%,165%,SNAP,185%,Other Nutrition Program,62.00%,0.80%,37.20%,22.80%,"2,430",79%,21%,$3.00 ,$15.94 ,"$5,270,000.00 "
48473,TX,"Waller County, Texas",2020,13.00%,"6,950",31%,16%,6%,165%,SNAP,185%,Other Nutrition Program,57.60%,2.90%,39.50%,20.80%,"2,680",68%,32%,$3.14 ,$16.69 ,"$3,518,000.00 "
48475,TX,"Ward County, Texas",2020,12.60%,"1,480",,18%,6%,165%,SNAP,185%,Other Nutrition Program,71.30%,5.50%,23.20%,19.10%,640,74%,26%,$2.82 ,$14.99 ,"$673,000.00 "
48477,TX,"Washington County, Texas",2020,12.70%,"4,460",25%,17%,6%,165%,SNAP,185%,Other Nutrition Program,53.90%,1.30%,44.80%,18.90%,"1,440",65%,35%,$2.85 ,$15.15 ,"$2,049,000.00 "
48479,TX,"Webb County, Texas",2020,16.20%,"44,480",32%,21%,9%,165%,SNAP,185%,Other Nutrition Program,86.50%,8.00%,5.50%,25.20%,"22,770",88%,12%,$2.71 ,$14.37 ,"$19,386,000.00 "
48481,TX,"Wharton County, Texas",2020,14.40%,"5,990",27%,19%,7%,165%,SNAP,185%,Other Nutrition Program,72.50%,4.10%,23.40%,21.70%,"2,350",73%,27%,$2.64 ,$13.99 ,"$2,542,000.00 "
48483,TX,"Wheeler County, Texas",2020,16.10%,840,,21%,9%,165%,SNAP,185%,Other Nutrition Program,69.50%,6.80%,23.70%,22.30%,290,91%,9%,$3.21 ,$17.04 ,"$434,000.00 "
48485,TX,"Wichita County, Texas",2020,16.80%,"22,270",30%,20%,10%,165%,SNAP,185%,Other Nutrition Program,58.20%,5.30%,36.60%,22.60%,"6,720",75%,26%,$3.08 ,$16.34 ,"$11,037,000.00 "
48487,TX,"Wilbarger County, Texas",2020,18.40%,"2,340",22%,21%,13%,165%,SNAP,185%,Other Nutrition Program,83.70%,1.30%,14.90%,26.50%,750,96%,4%,$3.01 ,$15.99 ,"$1,135,000.00 "
48489,TX,"Willacy County, Texas",2020,19.00%,"4,080",,23%,11%,165%,SNAP,185%,Other Nutrition Program,90.50%,9.50%,0.00%,30.90%,"1,570",97%,3%,$2.28 ,$12.12 ,"$1,499,000.00 "
48491,TX,"Williamson County, Texas",2020,10.70%,"61,070",18%,15%,6%,165%,SNAP,185%,Other Nutrition Program,37.60%,4.10%,58.20%,12.60%,"18,410",48%,53%,$3.35 ,$17.77 ,"$32,926,000.00 "
48493,TX,"Wilson County, Texas",2020,10.80%,"5,400",10%,17%,5%,165%,SNAP,185%,Other Nutrition Program,54.60%,8.40%,36.90%,13.80%,"1,660",73%,28%,$2.77 ,$14.72 ,"$2,410,000.00 "
48495,TX,"Winkler County, Texas",2020,12.10%,950,,15%,7%,165%,SNAP,185%,Other Nutrition Program,61.00%,16.40%,22.60%,17.90%,410,77%,23%,$2.82 ,$14.99 ,"$432,000.00 "
48497,TX,"Wise County, Texas",2020,13.60%,"9,260",,18%,7%,165%,SNAP,185%,Other Nutrition Program,53.00%,6.80%,40.20%,17.40%,"2,920",69%,31%,$3.13 ,$16.62 ,"$4,669,000.00 "
48499,TX,"Wood County, Texas",2020,15.60%,"7,040",22%,19%,9%,165%,SNAP,185%,Other Nutrition Program,54.10%,8.10%,37.90%,20.70%,"1,790",74%,27%,$3.19 ,$16.95 ,"$3,619,000.00 "
48501,TX,"Yoakum County, Texas",2020,13.40%,"1,160",,15%,8%,165%,SNAP,185%,Other Nutrition Program,61.20%,9.30%,29.40%,21.10%,600,64%,36%,$3.24 ,$17.20 ,"$605,000.00 "
48503,TX,"Young County, Texas",2020,13.90%,"2,500",,18%,8%,165%,SNAP,185%,Other Nutrition Program,61.70%,5.40%,32.80%,18.90%,820,71%,29%,$2.93 ,$15.53 ,"$1,178,000.00 "
48505,TX,"Zapata County, Texas",2020,21.40%,"3,040",,24%,,165%,SNAP,185%,Other Nutrition Program,90.50%,9.20%,0.30%,33.10%,"1,570",81%,19%,$2.72 ,$14.44 ,"$1,331,000.00 "
48507,TX,"Zavala County, Texas",2020,22.80%,"2,720",,24%,22%,165%,SNAP,185%,Other Nutrition Program,100.00%,0.00%,0.00%,41.30%,"1,430",100%,0%,$2.40 ,$12.71 ,"$1,049,000.00 "
49001,UT,"Beaver County, Utah",2020,8.10%,540,,17%,7%,130%,SNAP,185%,Other Nutrition Program,36.50%,19.70%,43.80%,10.80%,230,58%,42%,$3.12 ,$16.56 ,"$271,000.00 "
49003,UT,"Box Elder County, Utah",2020,9.90%,"5,440",,19%,8%,130%,SNAP,185%,Other Nutrition Program,39.10%,21.30%,39.70%,12.90%,"2,240",68%,33%,$3.15 ,$16.74 ,"$2,763,000.00 "
49005,UT,"Cache County, Utah",2020,10.40%,"13,160",,21%,10%,130%,SNAP,185%,Other Nutrition Program,56.70%,13.90%,29.40%,12.40%,"4,730",77%,23%,$2.99 ,$15.86 ,"$6,331,000.00 "
49007,UT,"Carbon County, Utah",2020,13.90%,"2,840",,24%,12%,130%,SNAP,185%,Other Nutrition Program,48.40%,16.10%,35.50%,17.50%,940,63%,37%,$3.02 ,$16.03 ,"$1,381,000.00 "
49009,UT,"Daggett County, Utah",2020,7.70%,50,,,6%,130%,SNAP,185%,Other Nutrition Program,14.50%,0.60%,84.80%,12.10%,20,6%,94%,$3.11 ,$16.49 ,"$25,000.00 "
49011,UT,"Davis County, Utah",2020,7.80%,"27,460",,17%,6%,130%,SNAP,185%,Other Nutrition Program,28.50%,14.70%,56.80%,10.10%,"11,310",51%,49%,$3.26 ,$17.31 ,"$14,419,000.00 "
49013,UT,"Duchesne County, Utah",2020,14.10%,"2,810",,23%,11%,130%,SNAP,185%,Other Nutrition Program,47.00%,13.40%,39.60%,18.20%,"1,230",64%,36%,$3.11 ,$16.49 ,"$1,406,000.00 "
49015,UT,"Emery County, Utah",2020,12.10%,"1,230",,26%,10%,130%,SNAP,185%,Other Nutrition Program,44.30%,7.70%,48.00%,16.20%,480,55%,45%,$3.02 ,$16.03 ,"$598,000.00 "
49017,UT,"Garfield County, Utah",2020,16.60%,830,,,11%,130%,SNAP,185%,Other Nutrition Program,48.20%,24.60%,27.20%,24.00%,280,70%,30%,$3.12 ,$16.56 ,"$417,000.00 "
49019,UT,"Grand County, Utah",2020,15.10%,"1,470",,,10%,130%,SNAP,185%,Other Nutrition Program,42.00%,23.80%,34.20%,20.10%,400,90%,10%,$3.42 ,$18.17 ,"$810,000.00 "
49021,UT,"Iron County, Utah",2020,12.60%,"6,680",,20%,12%,130%,SNAP,185%,Other Nutrition Program,60.00%,14.20%,25.80%,15.80%,"2,400",77%,23%,$3.12 ,$16.56 ,"$3,355,000.00 "
49023,UT,"Juab County, Utah",2020,10.80%,"1,250",,23%,9%,130%,SNAP,185%,Other Nutrition Program,43.40%,18.40%,38.20%,13.60%,540,74%,26%,$3.17 ,$16.82 ,"$638,000.00 "
49025,UT,"Kane County, Utah",2020,13.90%,"1,060",,,10%,130%,SNAP,185%,Other Nutrition Program,46.40%,14.20%,39.40%,15.40%,260,77%,23%,$3.12 ,$16.56 ,"$532,000.00 "
49027,UT,"Millard County, Utah",2020,11.10%,"1,440",,24%,8%,130%,SNAP,185%,Other Nutrition Program,48.50%,11.90%,39.60%,15.40%,620,72%,29%,$2.99 ,$15.87 ,"$693,000.00 "
49029,UT,"Morgan County, Utah",2020,5.50%,660,,,4%,130%,SNAP,185%,Other Nutrition Program,23.00%,19.70%,57.40%,5.80%,250,69%,31%,$3.26 ,$17.31 ,"$347,000.00 "
49031,UT,"Piute County, Utah",2020,17.30%,320,,,13%,130%,SNAP,185%,Other Nutrition Program,65.00%,19.00%,15.90%,20.60%,80,85%,15%,$2.99 ,$15.87 ,"$154,000.00 "
49033,UT,"Rich County, Utah",2020,11.60%,280,,,8%,130%,SNAP,185%,Other Nutrition Program,39.10%,27.80%,33.10%,15.20%,120,64%,36%,$2.99 ,$15.86 ,"$135,000.00 "
49035,UT,"Salt Lake County, Utah",2020,9.70%,"111,390",,19%,8%,130%,SNAP,185%,Other Nutrition Program,38.30%,14.90%,46.80%,12.60%,"39,160",61%,39%,$3.28 ,$17.39 ,"$58,744,000.00 "
49037,UT,"San Juan County, Utah",2020,19.10%,"2,930",,28%,9%,130%,SNAP,185%,Other Nutrition Program,56.90%,8.20%,35.00%,24.80%,"1,150",66%,34%,$3.35 ,$17.76 ,"$1,579,000.00 "
49039,UT,"Sanpete County, Utah",2020,11.00%,"3,340",,22%,10%,130%,SNAP,185%,Other Nutrition Program,50.30%,15.90%,33.80%,14.50%,"1,120",73%,27%,$2.93 ,$15.55 ,"$1,575,000.00 "
49041,UT,"Sevier County, Utah",2020,12.20%,"2,620",,20%,12%,130%,SNAP,185%,Other Nutrition Program,47.40%,23.10%,29.50%,16.70%,"1,050",78%,23%,$2.99 ,$15.87 ,"$1,261,000.00 "
49043,UT,"Summit County, Utah",2020,8.20%,"3,420",,17%,5%,130%,SNAP,185%,Other Nutrition Program,21.90%,13.00%,65.00%,9.60%,980,44%,57%,$4.74 ,$25.13 ,"$2,607,000.00 "
49045,UT,"Tooele County, Utah",2020,8.50%,"5,930",,18%,7%,130%,SNAP,185%,Other Nutrition Program,35.20%,22.40%,42.30%,11.50%,"2,620",63%,37%,$2.97 ,$15.77 ,"$2,837,000.00 "
49047,UT,"Uintah County, Utah",2020,14.20%,"5,060",,22%,10%,130%,SNAP,185%,Other Nutrition Program,50.10%,16.30%,33.60%,18.90%,"2,220",64%,36%,$3.11 ,$16.49 ,"$2,531,000.00 "
49049,UT,"Utah County, Utah",2020,9.10%,"56,270",,19%,8%,130%,SNAP,185%,Other Nutrition Program,43.50%,17.20%,39.30%,10.20%,"21,050",67%,33%,$3.17 ,$16.82 ,"$28,716,000.00 "
49051,UT,"Wasatch County, Utah",2020,8.70%,"2,880",,19%,5%,130%,SNAP,185%,Other Nutrition Program,29.30%,11.30%,59.40%,11.60%,"1,200",43%,57%,$3.51 ,$18.62 ,"$1,627,000.00 "
49053,UT,"Washington County, Utah",2020,11.10%,"19,190",,21%,9%,130%,SNAP,185%,Other Nutrition Program,43.00%,16.10%,40.90%,15.50%,"6,940",66%,35%,$3.26 ,$17.29 ,"$10,064,000.00 "
49055,UT,"Wayne County, Utah",2020,13.10%,350,,,9%,130%,SNAP,185%,Other Nutrition Program,47.30%,29.20%,23.50%,18.20%,130,78%,22%,$2.99 ,$15.87 ,"$168,000.00 "
49057,UT,"Weber County, Utah",2020,9.50%,"24,270",,19%,8%,130%,SNAP,185%,Other Nutrition Program,38.00%,16.70%,45.30%,12.90%,"9,250",60%,40%,$3.17 ,$16.85 ,"$12,403,000.00 "
50001,VT,"Addison County, Vermont",2020,8.30%,"3,070",,,8%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",52.40%,,47.60%,11.60%,710,52%,48%,$4.33 ,$22.99 ,"$2,141,000.00 "
50003,VT,"Bennington County, Vermont",2020,11.30%,"4,040",,,10%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",59.60%,,40.40%,15.70%,"1,060",67%,33%,$3.77 ,$20.02 ,"$2,453,000.00 "
50005,VT,"Caledonia County, Vermont",2020,10.80%,"3,260",,,9%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",69.50%,,30.50%,16.00%,920,66%,35%,$4.06 ,$21.56 ,"$2,132,000.00 "
50007,VT,"Chittenden County, Vermont",2020,8.90%,"14,470",,,9%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",58.60%,,41.40%,10.50%,"3,040",60%,40%,$4.21 ,$22.32 ,"$9,799,000.00 "
50009,VT,"Essex County, Vermont",2020,12.20%,750,,,11%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",72.40%,,27.60%,20.50%,220,63%,37%,$3.68 ,$19.52 ,"$444,000.00 "
50011,VT,"Franklin County, Vermont",2020,9.10%,"4,500",,,8%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",58.10%,,41.90%,11.00%,"1,210",56%,44%,$3.97 ,$21.08 ,"$2,877,000.00 "
50013,VT,"Grand Isle County, Vermont",2020,7.10%,500,,,7%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",55.60%,,44.40%,10.50%,130,59%,41%,$3.47 ,$18.40 ,"$279,000.00 "
50015,VT,"Lamoille County, Vermont",2020,11.20%,"2,830",,,9%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",62.80%,,37.20%,17.60%,910,61%,39%,$4.39 ,$23.28 ,"$1,998,000.00 "
50017,VT,"Orange County, Vermont",2020,9.00%,"2,600",,,8%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",66.50%,,33.50%,12.90%,680,70%,30%,$4.28 ,$22.72 ,"$1,792,000.00 "
50019,VT,"Orleans County, Vermont",2020,12.00%,"3,210",,,9%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",71.40%,,28.60%,17.40%,920,75%,25%,$3.68 ,$19.52 ,"$1,901,000.00 "
50021,VT,"Rutland County, Vermont",2020,11.00%,"6,430",,,9%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",61.90%,,38.10%,14.90%,"1,540",60%,40%,$4.02 ,$21.31 ,"$4,157,000.00 "
50023,VT,"Washington County, Vermont",2020,9.30%,"5,440",,,8%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",63.20%,,36.80%,13.80%,"1,500",72%,28%,$4.25 ,$22.58 ,"$3,726,000.00 "
50025,VT,"Windham County, Vermont",2020,12.10%,"5,140",,,11%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",66.70%,,33.30%,17.90%,"1,360",72%,28%,$4.06 ,$21.54 ,"$3,358,000.00 "
50027,VT,"Windsor County, Vermont",2020,9.40%,"5,170",,,8%,185%,"SNAP, Other Nutrition Programs",185%,"SNAP, Other Nutrition Programs",61.10%,,38.90%,12.70%,"1,270",64%,36%,$4.47 ,$23.74 ,"$3,723,000.00 "
51001,VA,"Accomack County, Virginia",2020,11.80%,"3,840",23%,22%,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",90.60%,,9.40%,22.50%,"1,520",89%,11%,$3.10 ,$16.47 ,"$1,919,000.00 "
51003,VA,"Albemarle County, Virginia",2020,7.60%,"8,310",16%,13%,5%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",53.70%,,46.30%,6.40%,"1,400",81%,19%,$3.67 ,$19.49 ,"$4,913,000.00 "
51005,VA,"Alleghany County, Virginia",2020,12.80%,"1,920",21%,,8%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",72.30%,,27.70%,15.80%,450,76%,24%,$3.47 ,$18.44 ,"$1,074,000.00 "
51007,VA,"Amelia County, Virginia",2020,8.60%,"1,120",12%,,5%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",80.30%,,19.70%,12.80%,350,99%,1%,$3.31 ,$17.58 ,"$597,000.00 "
51009,VA,"Amherst County, Virginia",2020,9.20%,"2,930",16%,,6%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",71.40%,,28.60%,11.20%,690,82%,18%,$3.13 ,$16.63 ,"$1,478,000.00 "
51011,VA,"Appomattox County, Virginia",2020,10.50%,"1,660",17%,,6%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",70.50%,,29.50%,14.70%,500,78%,22%,$3.13 ,$16.63 ,"$837,000.00 "
51013,VA,"Arlington County, Virginia",2020,7.10%,"16,670",18%,14%,4%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",49.60%,,50.40%,2.00%,850,100%,0%,$4.74 ,$25.14 ,"$12,710,000.00 "
51015,VA,"Augusta County, Virginia",2020,8.20%,"6,220",18%,17%,5%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",70.30%,,29.70%,8.70%,"1,260",88%,12%,$3.39 ,$18.01 ,"$3,398,000.00 "
51017,VA,"Bath County, Virginia",2020,14.40%,610,,,8%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",73.90%,,26.10%,15.20%,100,100%,0%,$3.15 ,$16.74 ,"$310,000.00 "
51019,VA,"Bedford County, Virginia",2020,7.90%,"6,230",15%,14%,4%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",69.30%,,30.70%,8.80%,"1,380",92%,8%,$3.38 ,$17.94 ,"$3,391,000.00 "
51021,VA,"Bland County, Virginia",2020,10.60%,670,,,7%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",65.80%,,34.20%,13.00%,130,88%,12%,$3.06 ,$16.23 ,"$330,000.00 "
51023,VA,"Botetourt County, Virginia",2020,6.70%,"2,250",,14%,4%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",64.40%,,35.60%,5.00%,320,100%,0%,$3.47 ,$18.44 ,"$1,258,000.00 "
51025,VA,"Brunswick County, Virginia",2020,12.10%,"1,980",18%,,8%,200%,"SNAP, Other Nutrition Programs",200%,"SNAP, Other Nutrition Programs",76.50%,,23.50%,27.70%,720,77%,24%,$3.07 ,$16.31 ,"$980,000.00 "
